   0.00000000E+000  -0.98991876E-067   0.00000000E+000
   0.10101010E+000  -0.45055746E-063   0.00000000E+000
   0.20202020E+000  -0.10217288E-037   0.00000000E+000
   0.30303030E+000  -0.16025454E-016   0.00000000E+000
   0.40404040E+000  -0.22175022E+002   0.00000000E+000
   0.50505051E+000  -0.40654696E+015   0.00000000E+000
   0.60606061E+000  -0.66152153E+017   0.00000000E+000
   0.70707071E+000  -0.65185716E+017   0.00000000E+000
   0.80808081E+000  -0.55740917E+017   0.00000000E+000
   0.90909091E+000  -0.50519438E+017   0.00000000E+000
   0.10101010E+001  -0.47285927E+017   0.00000000E+000
   0.11111111E+001  -0.44273067E+017   0.00000000E+000
   0.12121212E+001  -0.42786639E+017   0.00000000E+000
   0.13131313E+001  -0.42951829E+017   0.00000000E+000
   0.14141414E+001  -0.43239810E+017   0.00000000E+000
   0.15151515E+001  -0.44057978E+017   0.00000000E+000
   0.16161616E+001  -0.45672810E+017   0.00000000E+000
   0.17171717E+001  -0.46932460E+017   0.00000000E+000
   0.18181818E+001  -0.55959280E+017   0.00000000E+000
   0.19191919E+001  -0.84318531E+017   0.00000000E+000
   0.20202020E+001  -0.99574196E+017   0.00000000E+000
   0.21212121E+001  -0.26926536E+018   0.00000000E+000
   0.22222222E+001  -0.49293835E+018   0.00000000E+000
   0.23232323E+001  -0.41500382E+018   0.00000000E+000
   0.24242424E+001  -0.34192356E+018   0.00000000E+000
   0.25252525E+001  -0.29021184E+018   0.00000000E+000
   0.26262626E+001  -0.24512765E+018   0.00000000E+000
   0.27272727E+001  -0.20856937E+018   0.00000000E+000
   0.28282828E+001  -0.18120389E+018   0.00000000E+000
   0.29292929E+001  -0.15247577E+018   0.00000000E+000
   0.30303030E+001  -0.12677409E+018   0.00000000E+000
   0.31313131E+001  -0.10665392E+018   0.00000000E+000
   0.32323232E+001  -0.87240603E+017   0.00000000E+000
   0.33333333E+001  -0.73870323E+017   0.00000000E+000
   0.34343434E+001  -0.61308281E+017   0.00000000E+000
   0.35353535E+001  -0.54198164E+017   0.00000000E+000
