Graphene like TB model with up to NN coupling. Written by Álvaro R. Puente Uriona on Jul/03/2023 for testing purposes.
0.8660254038 0.5000000000 0.0000000000
-0.8660254038 0.5000000000 0.0000000000
0.0000000000 0.0000000000 0.0000000000
2
5
1 1 1 1 1

0 0 0
1 1 0.5 0.0
2 1 1.0 0.0
1 2 1.0 0.0
2 2 -0.5 0.0

0 1 0
1 1 0.0 0.0
2 1 0.0 0.0
1 2 1.0 0.0
2 2 0.0 0.0

-1 0 0
1 1 0.0 0.0
2 1 0.0 0.0
1 2 1.0 0.0
2 2 0.0 0.0

1 0 0
1 1 0.0 0.0
2 1 1.0 0.0
1 2 0.0 0.0
2 2 0.0 0.0

0 -1 0
1 1 0.0 0.0
2 1 1.0 0.0
1 2 0.0 0.0
2 2 0.0 0.0

0 0 0
1 1 0.0 0.0 0.0 0.0 0.0 0.0
2 1 0.0 0.0 0.0 0.0 0.0 0.0
1 2 0.0 0.0 0.0 0.0 0.0 0.0
2 2 0.0 0.0 0.0 0.0 0.0 0.0

0 1 0
1 1 0.0 0.0 0.0 0.0 0.0 0.0
2 1 0.0 0.0 0.0 0.0 0.0 0.0
1 2 0.0 0.0 0.0 0.0 0.0 0.0
2 2 0.0 0.0 0.0 0.0 0.0 0.0

-1 0 0
1 1 0.0 0.0 0.0 0.0 0.0 0.0
2 1 0.0 0.0 0.0 0.0 0.0 0.0
1 2 0.0 0.0 0.0 0.0 0.0 0.0
2 2 0.0 0.0 0.0 0.0 0.0 0.0

1 0 0
1 1 0.0 0.0 0.0 0.0 0.0 0.0
2 1 0.0 0.0 0.0 0.0 0.0 0.0
1 2 0.0 0.0 0.0 0.0 0.0 0.0
2 2 0.0 0.0 0.0 0.0 0.0 0.0

0 -1 0
1 1 0.0 0.0 0.0 0.0 0.0 0.0
2 1 0.0 0.0 0.0 0.0 0.0 0.0
1 2 0.0 0.0 0.0 0.0 0.0 0.0
2 2 0.0 0.0 0.0 0.0 0.0 0.0
